日期,股票代码,名称,收盘价,涨跌额,涨跌幅,成交量,成交金额
2006/4/26,'000001,上证指数,1417.477,17.71,1.2652,48410649,27897759737
2006/4/27,'000001,上证指数,1416.732,-0.745,-0.0526,37608444,21064881051
2006/4/28,'000001,上证指数,1440.223,23.491,1.6581,44562043,25076312378
2006/5/8,'000001,上证指数,1497.104,56.881,3.9495,51620655,29260804817
2006/5/9,'000001,上证指数,1531.161,34.057,2.2749,64683904,36327086939
2006/5/10,'000001,上证指数,1545.687,14.526,0.9487,62717096,35931317939
2006/5/11,'000001,上证指数,1537.377,-8.31,-0.5376,73218335,42935467046
2006/5/12,'000001,上证指数,1602.832,65.455,4.2576,68393752,41492555006
2006/5/15,'000001,上证指数,1664.088,61.256,3.8217,87725270,52436501239
2006/5/16,'000001,上证指数,1613.251,-50.837,-3.0549,88275040,53444626416
2006/5/17,'000001,上证指数,1625.146,11.895,0.7373,70980534,42970463909
2006/5/18,'000001,上证指数,1617.281,-7.865,-0.484,60585107,35559097667
2006/5/19,'000001,上证指数,1659.545,42.264,2.6133,77086291,41434527427
2006/5/22,'000001,上证指数,1657.689,-1.856,-0.1118,77258873,43695717336
2006/5/23,'000001,上证指数,1604.552,-53.137,-3.2055,69900145,38919582106
2006/5/24,'000001,上证指数,1590.924,-13.628,-0.8493,57270432,32875831926
2006/5/25,'000001,上证指数,1591.425,0.501,0.0315,41049372,23023859728
2006/5/26,'000001,上证指数,1613.894,22.469,1.4119,43722532,24308642671
2006/5/29,'000001,上证指数,1648.538,34.644,2.1466,51715168,29314321524
2006/5/30,'000001,上证指数,1657.288,8.75,0.5308,53087733,31990664198
2006/5/31,'000001,上证指数,1641.3,-15.988,-0.9647,57015979,33089439894
2006/6/1,'000001,上证指数,1684.195,42.895,2.6135,67843864,38465780731
2006/6/2,'000001,上证指数,1669.399,-14.796,-0.8785,78144691,44915922420
2006/6/5,'000001,上证指数,1684.624,15.225,0.912,67297771,36276144270
2006/6/6,'000001,上证指数,1679.126,-5.498,-0.3264,58422960,32173005450
2006/6/7,'000001,上证指数,1589.545,-89.581,-5.335,65085316,37165949586
2006/6/8,'000001,上证指数,1591.49,1.945,0.1224,54576873,30237702240
2006/6/9,'000001,上证指数,1551.384,-40.106,-2.52,47003917,25969107019
2006/6/12,'000001,上证指数,1552.798,1.414,0.0911,31496274,18350032479
2006/6/13,'000001,上证指数,1548.495,-4.303,-0.2771,32450683,18252967053
2006/6/14,'000001,上证指数,1531.327,-17.168,-1.1087,32438103,17489724159
2006/6/15,'000001,上证指数,1533.98,2.653,0.1732,28473398,15749530834
2006/6/16,'000001,上证指数,1574.467,40.487,2.6393,33572612,18773707617
2006/6/19,'000001,上证指数,1586.286,11.819,0.7507,35562047,20635199162
2006/6/20,'000001,上证指数,1592.332,6.046,0.3811,35537111,20658724948
2006/6/21,'000001,上证指数,1598.116,5.784,0.3632,39705880,22426544902
2006/6/22,'000001,上证指数,1596.066,-2.05,-0.1283,32465888,18310093363
2006/6/23,'000001,上证指数,1605.711,9.645,0.6043,35026778,20932009523
2006/6/26,'000001,上证指数,1633.449,27.738,1.7275,39499250,23927245387
2006/6/27,'000001,上证指数,1639.551,6.102,0.3736,36451784,21481437588
2006/6/28,'000001,上证指数,1639.286,-0.265,-0.0162,33220601,18652269224
2006/6/29,'000001,上证指数,1671.618,32.332,1.9723,51799028,29018734618
2006/6/30,'000001,上证指数,1672.211,0.593,0.0355,49837076,28588342410
2006/7/3,'000001,上证指数,1697.282,25.071,1.4993,48636592,28446545723
2006/7/4,'000001,上证指数,1681.547,-15.735,-0.9271,54316492,32718658218
2006/7/5,'000001,上证指数,1718.555,37.008,2.2008,60720806,32521556368
2006/7/6,'000001,上证指数,1741.47,22.915,1.3334,50062669,29786950494
2006/7/7,'000001,上证指数,1730.19,-11.28,-0.6477,49430127,29559549758
2006/7/10,'000001,上证指数,1734.329,4.139,0.2392,39049526,23793270439
2006/7/11,'000001,上证指数,1745.806,11.477,0.6618,40085450,24372507945
2006/7/12,'000001,上证指数,1740,-5.806,-0.3326,48785891,30494774588
2006/7/13,'000001,上证指数,1655.773,-84.227,-4.8406,67471589,39574756048
2006/7/14,'000001,上证指数,1665.208,9.435,0.5698,41587804,24614810204
2006/7/17,'000001,上证指数,1682.887,17.679,1.0617,32203933,19821153519
2006/7/18,'000001,上证指数,1684.252,1.365,0.0811,31405354,18528216194
2006/7/19,'000001,上证指数,1645.16,-39.092,-2.321,35059830,20603536373
2006/7/20,'000001,上证指数,1655.122,9.962,0.6055,28661197,16518086754
2006/7/21,'000001,上证指数,1665.328,10.206,0.6166,29960489,16664622044
2006/7/24,'000001,上证指数,1665.944,0.616,0.037,31184008,17329901789
2006/7/25,'000001,上证指数,1685.461,19.517,1.1715,34237801,19580630083
2006/7/26,'000001,上证指数,1686.654,1.193,0.0708,31167231,17543497616
2006/7/27,'000001,上证指数,1675.168,-11.486,-0.681,36201831,20668131608
2006/7/28,'000001,上证指数,1662.031,-13.137,-0.7842,33268968,18805265844
2006/7/31,'000001,上证指数,1612.733,-49.298,-2.9661,33654486,19558733762
2006/8/1,'000001,上证指数,1600.614,-12.119,-0.7515,32310660,17900862653
2006/8/2,'000001,上证指数,1600.872,0.258,0.0161,27865763,15048503237
2006/8/3,'000001,上证指数,1601.058,0.186,0.0116,20822293,11909137046
2006/8/4,'000001,上证指数,1570.15,-30.908,-1.9305,25867054,14401225370
2006/8/7,'000001,上证指数,1547.436,-22.714,-1.4466,24099206,12761218183
2006/8/8,'000001,上证指数,1580.577,33.141,2.1417,23382998,12314675808
2006/8/9,'000001,上证指数,1578.566,-2.011,-0.1272,21636036,11468884412
2006/8/10,'000001,上证指数,1606.065,27.499,1.742,26323136,13871479448
2006/8/11,'000001,上证指数,1605.926,-0.139,-0.0087,23451467,12306050014
2006/8/14,'000001,上证指数,1570.738,-35.188,-2.1911,25655050,13783639455
2006/8/15,'000001,上证指数,1595.657,24.919,1.5865,20259214,10942039774
2006/8/16,'000001,上证指数,1616.41,20.753,1.3006,28563998,15316278115
2006/8/17,'000001,上证指数,1603.332,-13.078,-0.8091,23391904,12166972224
2006/8/18,'000001,上证指数,1598.018,-5.314,-0.3314,23974248,11727798657
2006/8/21,'000001,上证指数,1601.15,3.132,0.196,23374318,11999189682
2006/8/22,'000001,上证指数,1613.355,12.205,0.7623,26701211,15163018038
2006/8/23,'000001,上证指数,1612.396,-0.959,-0.0594,27212907,15455406413
2006/8/24,'000001,上证指数,1623.017,10.621,0.6587,25061297,13593692277
2006/8/25,'000001,上证指数,1623.034,0.017,0.001,27821614,15295238075
2006/8/28,'000001,上证指数,1650.438,27.404,1.6884,39341243,21633007200
2006/8/29,'000001,上证指数,1651.024,0.586,0.0355,48050411,27063623012
2006/8/30,'000001,上证指数,1655.195,4.171,0.2526,31442858,17230948785
2006/8/31,'000001,上证指数,1658.638,3.443,0.208,35135016,19087552034
2006/9/1,'000001,上证指数,1636.691,-21.947,-1.3232,35954575,19724461614
2006/9/4,'000001,上证指数,1657.52,20.829,1.2726,33093426,17623874059
2006/9/5,'000001,上证指数,1664.078,6.558,0.3957,40533493,21946288118
2006/9/6,'000001,上证指数,1672.121,8.043,0.4833,33579623,18255683937
2006/9/7,'000001,上证指数,1661.19,-10.931,-0.6537,31522754,17524649356
2006/9/8,'000001,上证指数,1667.984,6.794,0.409,26552028,14102795466
2006/9/11,'000001,上证指数,1674.966,6.982,0.4186,30590529,16797589937
2006/9/12,'000001,上证指数,1695.862,20.896,1.2475,37390453,19830545528
2006/9/13,'000001,上证指数,1689.389,-6.473,-0.3817,43045691,22716904831
2006/9/14,'000001,上证指数,1689.692,0.303,0.0179,33888258,18576806055
2006/9/15,'000001,上证指数,1721.045,31.353,1.8555,47032307,24114644123
2006/9/18,'000001,上证指数,1732.987,11.942,0.6939,44840062,23708204983
2006/9/19,'000001,上证指数,1735.241,2.254,0.1301,43455330,23210633044
2006/9/20,'000001,上证指数,1732.453,-2.788,-0.1607,38836571,20820855388
2006/9/21,'000001,上证指数,1740.901,8.448,0.4876,39533146,21484098198
2006/9/22,'000001,上证指数,1725.361,-15.54,-0.8926,44777828,25509820069
2006/9/25,'000001,上证指数,1722.366,-2.995,-0.1736,40168093,22960247678
2006/9/26,'000001,上证指数,1712.637,-9.729,-0.5649,33134530,18519170789
2006/9/27,'000001,上证指数,1725.039,12.402,0.7241,29247158,16391910546
2006/9/28,'000001,上证指数,1736.963,11.924,0.6912,33979858,19916525560
2006/9/29,'000001,上证指数,1752.424,15.461,0.8901,41236285,23462273270
2006/10/9,'000001,上证指数,1785.385,32.961,1.8809,52935143,29082449931
2006/10/10,'000001,上证指数,1784.862,-0.523,-0.0293,55136493,31459190780
2006/10/11,'000001,上证指数,1790.104,5.242,0.2937,49283882,26310183670
2006/10/12,'000001,上证指数,1778.181,-11.923,-0.6661,53169046,28132397508
2006/10/13,'000001,上证指数,1784.656,6.475,0.3641,42539842,23393102979
2006/10/16,'000001,上证指数,1771.299,-13.357,-0.7484,46766160,24779036373
2006/10/17,'000001,上证指数,1763.901,-7.398,-0.4177,39262344,21755132328
2006/10/18,'000001,上证指数,1787.185,23.284,1.32,36810563,20404556378
2006/10/19,'000001,上证指数,1792.253,5.068,0.2836,41490607,22721449337
2006/10/20,'000001,上证指数,1790.364,-1.889,-0.1054,41461599,23549793784
2006/10/23,'000001,上证指数,1759.394,-30.97,-1.7298,44441085,24576748184
2006/10/24,'000001,上证指数,1805.181,45.787,2.6024,39911206,22516170682
2006/10/25,'000001,上证指数,1806.646,1.465,0.0812,44512259,25910017016
2006/10/26,'000001,上证指数,1810.646,4,0.2214,48737082,25537889287
2006/10/27,'000001,上证指数,1807.175,-3.471,-0.1917,73748923,34485707306
2006/10/30,'000001,上证指数,1809.656,2.481,0.1373,45335944,23152813095
2006/10/31,'000001,上证指数,1837.993,28.337,1.5659,46557135,24779224834
2006/11/1,'000001,上证指数,1855.713,17.72,0.9641,47783526,27078206738
2006/11/2,'000001,上证指数,1851.314,-4.399,-0.2371,51741725,28282302772
2006/11/3,'000001,上证指数,1866.362,15.048,0.8128,49860720,26789660848
2006/11/6,'000001,上证指数,1886.307,19.945,1.0687,49544517,27619541180
2006/11/7,'000001,上证指数,1889.53,3.223,0.1709,54849074,31760892116
2006/11/8,'000001,上证指数,1866.817,-22.713,-1.202,37770454,22090043817
2006/11/9,'000001,上证指数,1896.482,29.665,1.5891,44096182,25651081752
2006/11/10,'000001,上证指数,1883.347,-13.135,-0.6926,62809427,34716751200
2006/11/13,'000001,上证指数,1863.765,-19.582,-1.0397,50016729,27755542388
2006/11/14,'000001,上证指数,1888.239,24.474,1.3131,43188028,23697796932
2006/11/15,'000001,上证指数,1922.935,34.696,1.8375,46682441,26782036853
2006/11/16,'000001,上证指数,1941.547,18.612,0.9679,63983566,34948670491
2006/11/17,'000001,上证指数,1971.793,30.246,1.5578,49418740,27537479766
2006/11/20,'000001,上证指数,2017.279,45.486,2.3068,59146901,33369678524
2006/11/21,'000001,上证指数,2037.552,20.273,1.005,53894076,32648156629
2006/11/22,'000001,上证指数,2041.355,3.803,0.1866,64881669,39066635210
2006/11/23,'000001,上证指数,2062.363,21.008,1.0291,60721945,34778737368
2006/11/24,'000001,上证指数,2050.812,-11.551,-0.5601,61232080,36224819029
2006/11/27,'000001,上证指数,2047.277,-3.535,-0.1724,57840031,35582112455
2006/11/28,'000001,上证指数,2038.721,-8.556,-0.4179,55070638,33574996036
2006/11/29,'000001,上证指数,2054.091,15.37,0.7539,56002280,34340079919
2006/11/30,'000001,上证指数,2099.289,45.198,2.2004,72779731,44083104306
2006/12/1,'000001,上证指数,2102.049,2.76,0.1315,76178964,48697920471
2006/12/4,'000001,上证指数,2161.648,59.599,2.8353,87232790,53276474809
2006/12/5,'000001,上证指数,2173.285,11.637,0.5383,88157171,55124102088
2006/12/6,'000001,上证指数,2156.604,-16.681,-0.7675,104347807,62689425164
2006/12/7,'000001,上证指数,2156.75,0.146,0.0068,99278766,59313113556
2006/12/8,'000001,上证指数,2093.638,-63.112,-2.9263,80889719,47201607028
2006/12/11,'000001,上证指数,2180.496,86.858,4.1487,62676017,37029535686
2006/12/12,'000001,上证指数,2218.951,38.455,1.7636,70191776,42334761701
2006/12/13,'000001,上证指数,2223.455,4.504,0.203,57492749,36314222617
2006/12/14,'000001,上证指数,2249.11,25.655,1.1538,58439320,37212845035
2006/12/15,'000001,上证指数,2273.908,24.798,1.1026,60611949,40412388744
2006/12/18,'000001,上证指数,2332.434,58.526,2.5738,78252193,52385973039
2006/12/19,'000001,上证指数,2364.177,31.743,1.3609,87054928,56275481965
2006/12/20,'000001,上证指数,2373.205,9.028,0.3819,78298935,49596491202
2006/12/21,'000001,上证指数,2342.938,-30.267,-1.2754,83182551,53018987601
2006/12/22,'000001,上证指数,2343.668,0.73,0.0312,70484620,46072199864
2006/12/25,'000001,上证指数,2435.762,92.094,3.9295,73939450,47815717698
2006/12/26,'000001,上证指数,2479.732,43.97,1.8052,72261492,44811517142
2006/12/27,'000001,上证指数,2536.387,56.655,2.2847,72118218,45140881899
2006/12/28,'000001,上证指数,2567.594,31.207,1.2304,78718941,50519293382
2006/12/29,'000001,上证指数,2675.474,107.88,4.2016,86769012,59092790033
2007/1/4,'000001,上证指数,2715.719,40.245,1.5042,120156021,83945528497
2007/1/5,'000001,上证指数,2641.334,-74.385,-2.7391,106155625,70128701946
2007/1/8,'000001,上证指数,2707.199,65.865,2.4936,106813244,72165879323
2007/1/9,'000001,上证指数,2807.804,100.605,3.7162,110751267,86221973459
2007/1/10,'000001,上证指数,2825.576,17.772,0.633,111769365,79050663277
2007/1/11,'000001,上证指数,2770.11,-55.466,-1.963,121598717,83986726356
2007/1/12,'000001,上证指数,2668.11,-102,-3.6822,107303768,73434040960
2007/1/15,'000001,上证指数,2794.701,126.591,4.7446,91761561,66939481014
2007/1/16,'000001,上证指数,2821.017,26.316,0.9416,111178574,83325769117
2007/1/17,'000001,上证指数,2778.9,-42.117,-1.493,127377480,96777586649
2007/1/18,'000001,上证指数,2756.983,-21.917,-0.7887,112313956,84133817342
2007/1/19,'000001,上证指数,2832.207,75.224,2.7285,122061894,89644076225
2007/1/22,'000001,上证指数,2933.19,100.983,3.5655,138576090,1.03E+11
2007/1/23,'000001,上证指数,2949.144,15.954,0.5439,142791803,1.09E+11
2007/1/24,'000001,上证指数,2975.129,25.985,0.8811,122056790,97516182441
2007/1/25,'000001,上证指数,2857.365,-117.764,-3.9583,117197215,92960236867
2007/1/26,'000001,上证指数,2882.558,25.193,0.8817,109599131,84624396154
2007/1/29,'000001,上证指数,2945.263,62.705,2.1753,112067906,89180334010
2007/1/30,'000001,上证指数,2930.562,-14.701,-0.4991,111931721,87664383237
2007/1/31,'000001,上证指数,2786.335,-144.227,-4.9215,114265970,86136968623
2007/2/1,'000001,上证指数,2785.432,-0.903,-0.0324,93443531,69672869134
2007/2/2,'000001,上证指数,2673.212,-112.22,-4.0288,85446236,65092192877
2007/2/5,'000001,上证指数,2612.537,-60.675,-2.2697,69224512,54541808882
2007/2/6,'000001,上证指数,2675.697,63.16,2.4176,86629950,68761575726
2007/2/7,'000001,上证指数,2716.175,40.478,1.5128,94883764,77315160642
2007/2/8,'000001,上证指数,2737.732,21.557,0.7937,88434295,69597596590
2007/2/9,'000001,上证指数,2730.386,-7.346,-0.2683,80874438,62974673347
2007/2/12,'000001,上证指数,2807.174,76.788,2.8123,79009403,63455731244
2007/2/13,'000001,上证指数,2831.872,24.698,0.8798,79001671,62209741474
2007/2/14,'000001,上证指数,2905.093,73.221,2.5856,94044555,74326325650
2007/2/15,'000001,上证指数,2993.008,87.915,3.0262,108831177,86918918792
2007/2/16,'000001,上证指数,2998.474,5.466,0.1826,117921722,94064924161
2007/2/26,'000001,上证指数,3040.599,42.125,1.4049,112056992,91054567401
2007/2/27,'000001,上证指数,2771.791,-268.808,-8.8406,161375663,1.29E+11
2007/2/28,'000001,上证指数,2881.073,109.282,3.9426,121479168,95421808405
2007/3/1,'000001,上证指数,2797.19,-83.883,-2.9115,127364860,1.07E+11
2007/3/2,'000001,上证指数,2831.526,34.336,1.2275,93943965,74931594366
2007/3/5,'000001,上证指数,2785.306,-46.22,-1.6323,106910584,84960180835
2007/3/6,'000001,上证指数,2840.175,54.869,1.9699,77040486,63993290649
2007/3/7,'000001,上证指数,2896.594,56.419,1.9865,87913930,73844900602
2007/3/8,'000001,上证指数,2928.015,31.421,1.0848,88955123,73782479702
2007/3/9,'000001,上证指数,2937.91,9.895,0.3379,107139105,89725963574
2007/3/12,'000001,上证指数,2954.914,17.004,0.5788,101542444,85496576407
2007/3/13,'000001,上证指数,2964.794,9.88,0.3344,107189316,88657286547
2007/3/14,'000001,上证指数,2906.334,-58.46,-1.9718,113730739,93829876741
2007/3/15,'000001,上证指数,2951.698,45.364,1.5609,101745754,86641125793
2007/3/16,'000001,上证指数,2930.481,-21.217,-0.7188,122681308,1.05E+11
2007/3/19,'000001,上证指数,3014.442,83.961,2.8651,109971752,94819910144
2007/3/20,'000001,上证指数,3032.195,17.753,0.5889,92761890,81627441312
2007/3/21,'000001,上证指数,3057.38,25.185,0.8306,99190127,89306939158
2007/3/22,'000001,上证指数,3071.225,13.845,0.4528,126065545,1.13E+11
2007/3/23,'000001,上证指数,3074.286,3.061,0.0997,118686417,1.05E+11
2007/3/26,'000001,上证指数,3122.811,48.525,1.5784,122660537,1.10E+11
2007/3/27,'000001,上证指数,3138.826,16.015,0.5128,124578931,1.14E+11
2007/3/28,'000001,上证指数,3173.018,34.192,1.0893,167267939,1.51E+11
2007/3/29,'000001,上证指数,3197.537,24.519,0.7727,149539661,1.40E+11
2007/3/30,'000001,上证指数,3183.983,-13.554,-0.4239,89424006,82999416766
2007/4/2,'000001,上证指数,3252.595,68.612,2.1549,97350446,93299356849
2007/4/3,'000001,上证指数,3291.299,38.704,1.1899,108601391,1.07E+11
2007/4/4,'000001,上证指数,3291.542,0.243,0.0074,112616107,1.13E+11
2007/4/5,'000001,上证指数,3319.14,27.598,0.8385,114528051,1.14E+11
2007/4/6,'000001,上证指数,3323.585,4.445,0.1339,119644881,1.22E+11
2007/4/9,'000001,上证指数,3398.95,75.365,2.2676,137314104,1.40E+11
2007/4/10,'000001,上证指数,3444.291,45.341,1.334,147807284,1.53E+11
2007/4/11,'000001,上证指数,3495.224,50.933,1.4788,147572114,1.56E+11
2007/4/12,'000001,上证指数,3531.029,35.805,1.0244,135389879,1.48E+11
2007/4/13,'000001,上证指数,3518.267,-12.762,-0.3614,150695876,1.66E+11
2007/4/16,'000001,上证指数,3596.441,78.174,2.2219,131039101,1.46E+11
2007/4/17,'000001,上证指数,3611.87,15.429,0.429,160660646,1.76E+11
2007/4/18,'000001,上证指数,3612.396,0.526,0.0146,150485424,1.67E+11
2007/4/19,'000001,上证指数,3449.016,-163.38,-4.5228,172725541,1.88E+11
2007/4/20,'000001,上证指数,3584.204,135.188,3.9196,138889292,1.56E+11
2007/4/23,'000001,上证指数,3710.886,126.682,3.5345,163498116,1.83E+11
2007/4/24,'000001,上证指数,3720.532,9.646,0.2599,174389341,2.04E+11
2007/4/25,'000001,上证指数,3743.959,23.427,0.6297,151763061,1.75E+11
2007/4/26,'000001,上证指数,3783.063,39.104,1.0445,117256968,1.42E+11
2007/4/27,'000001,上证指数,3759.867,-23.196,-0.6132,132175456,1.63E+11
2007/4/30,'000001,上证指数,3841.272,81.405,2.1651,146525713,1.86E+11
2007/5/8,'000001,上证指数,3950.011,108.739,2.8308,160568200,2.05E+11
2007/5/9,'000001,上证指数,4013.085,63.074,1.5968,208397449,2.55E+11
2007/5/10,'000001,上证指数,4049.701,36.616,0.9124,171113940,2.08E+11
2007/5/11,'000001,上证指数,4021.678,-28.023,-0.692,140638210,1.83E+11
2007/5/14,'000001,上证指数,4046.392,24.714,0.6145,139326221,1.85E+11
2007/5/15,'000001,上证指数,3899.178,-147.214,-3.6382,156677553,2.05E+11
2007/5/16,'000001,上证指数,3986.043,86.865,2.2278,131719774,1.72E+11
2007/5/17,'000001,上证指数,4048.293,62.25,1.5617,139277988,1.88E+11
2007/5/18,'000001,上证指数,4030.258,-18.035,-0.4455,130756274,1.74E+11
2007/5/21,'000001,上证指数,4072.225,41.967,1.0413,156171062,2.10E+11
2007/5/22,'000001,上证指数,4110.379,38.154,0.9369,173562090,2.33E+11
2007/5/23,'000001,上证指数,4173.709,63.33,1.5407,161399478,2.19E+11
2007/5/24,'000001,上证指数,4151.133,-22.576,-0.5409,180984388,2.52E+11
2007/5/25,'000001,上证指数,4179.776,28.643,0.69,154192860,2.21E+11
2007/5/28,'000001,上证指数,4272.111,92.335,2.2091,178615174,2.58E+11
2007/5/29,'000001,上证指数,4334.924,62.813,1.4703,172097642,2.49E+11
2007/5/30,'000001,上证指数,4053.088,-281.836,-6.5015,185596729,2.71E+11
2007/5/31,'000001,上证指数,4109.654,56.566,1.3956,173115312,2.40E+11
2007/6/1,'000001,上证指数,4000.742,-108.912,-2.6502,160934985,2.28E+11
2007/6/4,'000001,上证指数,3670.401,-330.341,-8.257,114859357,1.46E+11
2007/6/5,'000001,上证指数,3767.101,96.7,2.6346,157137959,1.79E+11
2007/6/6,'000001,上证指数,3776.317,9.216,0.2446,145873852,1.75E+11
2007/6/7,'000001,上证指数,3890.803,114.486,3.0317,142366475,1.78E+11
2007/6/8,'000001,上证指数,3913.135,22.332,0.574,135877192,1.79E+11
2007/6/11,'000001,上证指数,3995.68,82.545,2.1094,133842739,1.79E+11
2007/6/12,'000001,上证指数,4072.138,76.458,1.9135,149472398,2.05E+11
2007/6/13,'000001,上证指数,4176.48,104.342,2.5623,166948499,2.20E+11
2007/6/14,'000001,上证指数,4115.209,-61.271,-1.467,138385604,1.86E+11
2007/6/15,'000001,上证指数,4132.869,17.66,0.4291,108665532,1.52E+11
2007/6/18,'000001,上证指数,4253.348,120.479,2.9151,128977748,1.82E+11
2007/6/19,'000001,上证指数,4269.524,16.176,0.3803,124581814,1.79E+11
2007/6/20,'000001,上证指数,4181.323,-88.201,-2.0658,135212775,1.92E+11
2007/6/21,'000001,上证指数,4230.823,49.5,1.1838,112919856,1.62E+11
2007/6/22,'000001,上证指数,4091.445,-139.378,-3.2943,119692037,1.68E+11
2007/6/25,'000001,上证指数,3941.081,-150.364,-3.6751,101606655,1.41E+11
2007/6/26,'000001,上证指数,3973.371,32.29,0.8193,93817469,1.22E+11
2007/6/27,'000001,上证指数,4078.599,105.228,2.6483,95113481,1.26E+11
2007/6/28,'000001,上证指数,3914.204,-164.395,-4.0307,97831610,1.27E+11
2007/6/29,'000001,上证指数,3820.703,-93.501,-2.3888,86099985,1.05E+11
2007/7/2,'000001,上证指数,3836.294,15.591,0.4081,74254060,89585502290
2007/7/3,'000001,上证指数,3899.724,63.43,1.6534,69749217,85506976110
2007/7/4,'000001,上证指数,3816.165,-83.559,-2.1427,56474777,72263450668
2007/7/5,'000001,上证指数,3615.872,-200.293,-5.2485,63405936,73755081218
2007/7/6,'000001,上证指数,3781.348,165.476,4.5764,80737241,92306322866
2007/7/9,'000001,上证指数,3883.216,101.868,2.694,83480539,99410612113
2007/7/10,'000001,上证指数,3853.021,-30.195,-0.7776,76563334,93739498017
2007/7/11,'000001,上证指数,3865.723,12.702,0.3297,51353880,62299661073
2007/7/12,'000001,上证指数,3915.991,50.268,1.3004,55158363,70286328097
2007/7/13,'000001,上证指数,3914.395,-1.596,-0.0408,46024471,56375761362
2007/7/16,'000001,上证指数,3821.916,-92.479,-2.3625,47615280,58881864143
2007/7/17,'000001,上证指数,3896.191,74.275,1.9434,48712223,60523645457
2007/7/18,'000001,上证指数,3930.06,33.869,0.8693,62871834,80028948101
2007/7/19,'000001,上证指数,3912.941,-17.119,-0.4356,48737595,62965662475
2007/7/20,'000001,上证指数,4058.853,145.912,3.729,83110646,1.05E+11
2007/7/23,'000001,上证指数,4213.361,154.508,3.8067,121668964,1.54E+11
2007/7/24,'000001,上证指数,4210.329,-3.032,-0.072,110989252,1.42E+11
2007/7/25,'000001,上证指数,4323.966,113.637,2.699,93950043,1.26E+11
2007/7/26,'000001,上证指数,4346.458,22.492,0.5202,99210669,1.33E+11
2007/7/27,'000001,上证指数,4345.357,-1.101,-0.0253,100245813,1.38E+11
2007/7/30,'000001,上证指数,4440.769,95.412,2.1957,112589768,1.54E+11
2007/7/31,'000001,上证指数,4471.032,30.263,0.6815,108561410,1.50E+11
2007/8/1,'000001,上证指数,4300.563,-170.469,-3.8127,126292874,1.71E+11
2007/8/2,'000001,上证指数,4407.73,107.167,2.4919,98278578,1.41E+11
2007/8/3,'000001,上证指数,4560.774,153.044,3.4722,115116672,1.74E+11
2007/8/6,'000001,上证指数,4628.108,67.334,1.4764,111707979,1.68E+11
2007/8/7,'000001,上证指数,4651.225,23.117,0.4995,116181085,1.80E+11
2007/8/8,'000001,上证指数,4663.162,11.937,0.2566,118909163,1.59E+11
2007/8/9,'000001,上证指数,4754.095,90.933,1.95,97660198,1.38E+11
2007/8/10,'000001,上证指数,4749.369,-4.726,-0.0994,101867058,1.47E+11
2007/8/13,'000001,上证指数,4820.064,70.695,1.4885,114184714,1.62E+11
2007/8/14,'000001,上证指数,4872.785,52.721,1.0938,88568208,1.28E+11
2007/8/15,'000001,上证指数,4869.883,-2.902,-0.0596,90509675,1.31E+11
2007/8/16,'000001,上证指数,4765.448,-104.435,-2.1445,90538411,1.28E+11
2007/8/17,'000001,上证指数,4656.574,-108.874,-2.2847,91159048,1.34E+11
2007/8/20,'000001,上证指数,4904.855,248.281,5.3318,99152937,1.45E+11
2007/8/21,'000001,上证指数,4955.207,50.352,1.0266,104204109,1.56E+11
2007/8/22,'000001,上证指数,4980.075,24.868,0.5019,108110938,1.62E+11
2007/8/23,'000001,上证指数,5032.494,52.419,1.0526,99309428,1.53E+11
2007/8/24,'000001,上证指数,5107.668,75.174,1.4938,108995636,1.65E+11
2007/8/27,'000001,上证指数,5150.118,42.45,0.8311,116154244,1.76E+11
2007/8/28,'000001,上证指数,5194.689,44.571,0.8654,105436739,1.67E+11
2007/8/29,'000001,上证指数,5109.427,-85.262,-1.6413,100824139,1.62E+11
2007/8/30,'000001,上证指数,5167.884,58.457,1.1441,101210584,1.55E+11
2007/8/31,'000001,上证指数,5218.825,50.941,0.9857,103556261,1.57E+11
2007/9/3,'000001,上证指数,5321.055,102.23,1.9589,125779649,1.89E+11
2007/9/4,'000001,上证指数,5294.045,-27.01,-0.5076,120426368,1.86E+11
2007/9/5,'000001,上证指数,5310.716,16.671,0.3149,96240624,1.51E+11
2007/9/6,'000001,上证指数,5393.66,82.944,1.5618,106987966,1.65E+11
2007/9/7,'000001,上证指数,5277.176,-116.484,-2.1596,119841029,1.87E+11
2007/9/10,'000001,上证指数,5355.287,78.111,1.4802,102368235,1.53E+11
2007/9/11,'000001,上证指数,5113.968,-241.319,-4.5062,110055262,1.70E+11
2007/9/12,'000001,上证指数,5172.627,58.659,1.147,97058855,1.49E+11
2007/9/13,'000001,上证指数,5273.592,100.965,1.9519,86550216,1.41E+11
2007/9/14,'000001,上证指数,5312.182,38.59,0.7318,94673912,1.52E+11
2007/9/17,'000001,上证指数,5421.392,109.21,2.0558,105638609,1.67E+11
2007/9/18,'000001,上证指数,5425.208,3.816,0.0704,102690994,1.68E+11
2007/9/19,'000001,上证指数,5395.265,-29.943,-0.5519,89725500,1.50E+11
2007/9/20,'000001,上证指数,5470.065,74.8,1.3864,86547205,1.43E+11
2007/9/21,'000001,上证指数,5454.674,-15.391,-0.2814,92838809,1.51E+11
2007/9/24,'000001,上证指数,5485.013,30.339,0.5562,81798471,1.42E+11
2007/9/25,'000001,上证指数,5425.88,-59.133,-1.0781,96509579,1.42E+11
