日期,股票代码,名称,收盘价,涨跌额,涨跌幅,成交量,成交金额
1994/5/31,'000001,上证指数,556.26,12,2.2048,3108228,544546990
1994/6/1,'000001,上证指数,545.05,-11.21,-2.0152,2250024,595498980
1994/6/2,'000001,上证指数,546.58,1.53,0.2807,1835763,450403010
1994/6/3,'000001,上证指数,548.75,2.17,0.397,1757666,591781990
1994/6/6,'000001,上证指数,542.97,-5.78,-1.0533,1169550,376263010
1994/6/7,'000001,上证指数,529.76,-13.21,-2.4329,586253,389663010
1994/6/8,'000001,上证指数,533.56,3.8,0.7173,805043,539956990
1994/6/9,'000001,上证指数,523,-10.56,-1.9792,931669,725094920
1994/6/10,'000001,上证指数,514.54,-8.46,-1.6176,784703,531075000
1994/6/13,'000001,上证指数,492.03,-22.51,-4.3748,707644,410018980
1994/6/14,'000001,上证指数,490.75,-1.28,-0.2601,751739,429328980
1994/6/15,'000001,上证指数,496.11,5.36,1.0922,829897,414025000
1994/6/16,'000001,上证指数,506.36,10.25,2.0661,797724,435821990
1994/6/17,'000001,上证指数,527.85,21.49,4.244,1842022,1023187970
1994/6/20,'000001,上证指数,502.43,-25.42,-4.8158,1858213,1115201020
1994/6/21,'000001,上证指数,498.07,-4.36,-0.8678,636656,372146990
1994/6/22,'000001,上证指数,505.18,7.11,1.4275,556087,324051000
1994/6/23,'000001,上证指数,500.39,-4.79,-0.9482,624638,391212970
1994/6/24,'000001,上证指数,492.33,-8.06,-1.6107,599505,354685000
1994/6/27,'000001,上证指数,472.1,-20.23,-4.109,661367,380743010
1994/6/28,'000001,上证指数,469.95,-2.15,-0.4554,387833,207516000
1994/6/29,'000001,上证指数,468.2,-1.75,-0.3724,343038,192561990
1994/6/30,'000001,上证指数,469.29,1.09,0.2328,475173,268926990
1994/7/1,'000001,上证指数,458.37,-10.92,-2.3269,528995,309436000
1994/7/4,'000001,上证指数,438.58,-19.79,-4.3175,519699,277931990
1994/7/5,'000001,上证指数,443.61,5.03,1.1469,438989,237066000
1994/7/6,'000001,上证指数,431.71,-11.9,-2.6825,562537,275081970
1994/7/7,'000001,上证指数,425.98,-5.73,-1.3273,441382,239544980
1994/7/8,'000001,上证指数,437.75,11.77,2.763,596502,325375000
1994/7/11,'000001,上证指数,428.15,-9.6,-2.193,660753,406678980
1994/7/12,'000001,上证指数,429.21,1.06,0.2476,322477,159813990
1994/7/13,'000001,上证指数,437.62,8.41,1.9594,461652,251675000
1994/7/14,'000001,上证指数,431.8,-5.82,-1.3299,790636,498111990
1994/7/15,'000001,上证指数,413.93,-17.87,-4.1385,696118,369615000
1994/7/18,'000001,上证指数,398.96,-14.97,-3.6166,450040,209752990
1994/7/19,'000001,上证指数,400.48,1.52,0.381,388639,180247990
1994/7/20,'000001,上证指数,393.87,-6.61,-1.6505,334605,167543010
1994/7/21,'000001,上证指数,380.9,-12.97,-3.293,519747,240972990
1994/7/22,'000001,上证指数,363.73,-17.17,-4.5077,782751,358380980
1994/7/25,'000001,上证指数,375.39,11.66,3.2057,940691,426454020
1994/7/26,'000001,上证指数,388.75,13.36,3.559,1693893,798567970
1994/7/27,'000001,上证指数,371.1,-17.65,-4.5402,1834646,855891950
1994/7/28,'000001,上证指数,339.81,-31.29,-8.4317,1280774,567004960
1994/7/29,'000001,上证指数,333.92,-5.89,-1.7333,1183388,482766990
1994/8/1,'000001,上证指数,445.64,111.72,33.4571,6203991,3047690000
1994/8/2,'000001,上证指数,432.61,-13.03,-2.9239,9188949,5343156880
1994/8/3,'000001,上证指数,522.98,90.37,20.8895,8344837,4575471880
1994/8/4,'000001,上证指数,562.77,39.79,7.6083,17575994,10538591250
1994/8/5,'000001,上证指数,683.04,120.27,21.3711,17730586,10436576250
1994/8/8,'000001,上证指数,711.8,28.76,4.2106,15876782,11441736250
1994/8/9,'000001,上证指数,621.58,-90.22,-12.6749,9620500,6787230000
1994/8/10,'000001,上证指数,739.66,27.86,18.9968,14283869,9542153130
1994/8/11,'000001,上证指数,689.31,-50.35,-6.8072,16929738,12471932500
1994/8/12,'000001,上证指数,689.66,0.35,0.0508,7254857,4955083750
1994/8/15,'000001,上证指数,665.88,-23.78,-3.4481,4551259,3066074690
1994/8/16,'000001,上证指数,693.01,27.13,4.0743,7200028,4472109060
1994/8/17,'000001,上证指数,725.04,32.03,4.6219,5418758,4597870000
1994/8/18,'000001,上证指数,748.56,23.52,3.244,13240724,11000313750
1994/8/19,'000001,上证指数,713.85,-34.71,-4.6369,8427972,6584195000
1994/8/22,'000001,上证指数,681.8,-32.05,-4.4897,4689260,3362148130
1994/8/23,'000001,上证指数,714.61,32.81,4.8123,4099113,3033231880
1994/8/24,'000001,上证指数,705.71,-8.9,-1.2454,5104219,4752954690
1994/8/25,'000001,上证指数,722.23,16.52,2.3409,4022221,3393620940
1994/8/26,'000001,上证指数,707.41,-14.82,-2.052,4949756,4132016880
1994/8/29,'000001,上证指数,710.68,3.27,0.4622,3753917,3713521880
1994/8/30,'000001,上证指数,756.2,45.52,6.4051,8119895,7812270000
1994/8/31,'000001,上证指数,785.33,29.13,3.8522,10734819,9438548750
1994/9/1,'000001,上证指数,790.19,4.86,0.6188,8635737,7930485630
1994/9/2,'000001,上证指数,830.18,39.99,5.0608,6685557,6524259380
1994/9/5,'000001,上证指数,940.61,110.43,13.3019,18384264,15492987500
1994/9/6,'000001,上证指数,1004.92,64.31,6.8371,14313953,15753657500
1994/9/7,'000001,上证指数,931.57,-73.35,-7.2991,11867308,12793026250
1994/9/8,'000001,上证指数,972.84,41.27,4.4302,7921545,9731151880
1994/9/9,'000001,上证指数,962.52,-10.32,-1.0608,8833818,9500711880
1994/9/12,'000001,上证指数,1019.97,57.45,5.9687,8087496,9068938130
1994/9/13,'000001,上证指数,1033.47,13.5,1.3236,10204500,11399001250
1994/9/14,'000001,上证指数,974.86,-58.61,-5.6712,8062620,7838526880
1994/9/15,'000001,上证指数,972.54,-2.32,-0.238,4641504,5005258130
1994/9/16,'000001,上证指数,978.99,6.45,0.6632,5237974,5217019690
1994/9/19,'000001,上证指数,927.62,-51.37,-5.2472,4141982,3787980940
1994/9/20,'000001,上证指数,914.39,-13.23,-1.4262,3326539,3182942810
1994/9/21,'000001,上证指数,969.03,54.64,5.9756,3536784,3700776880
1994/9/22,'000001,上证指数,918.44,-50.59,-5.2207,4560400,4723348750
1994/9/23,'000001,上证指数,867.65,-50.79,-5.53,4166424,4052412810
1994/9/26,'000001,上证指数,880.6,12.95,1.4925,2765866,2746748750
1994/9/27,'000001,上证指数,870.15,-10.45,-1.1867,2366061,2479185780
1994/9/28,'000001,上证指数,912.38,42.23,4.85,3719895,None
1994/9/29,'000001,上证指数,839.37,-30.78,-8.0021,3624128,3758015000
1994/9/30,'000001,上证指数,791.15,-48.22,-5.7448,3668769,3295479060
1994/10/5,'000001,上证指数,706.42,-84.73,-10.7097,3261098,2810025940
1994/10/6,'000001,上证指数,660.5,-45.92,-6.5004,2837029,2302782970
1994/10/7,'000001,上证指数,738.03,77.53,11.7381,6343069,5041046880
1994/10/10,'000001,上证指数,698.93,-39.1,-5.2979,5216786,4840295940
1994/10/11,'000001,上证指数,705.07,6.14,0.8785,2284055,1901255940
1994/10/12,'000001,上证指数,711.01,5.94,0.8425,2136533,1775087970
1994/10/13,'000001,上证指数,635.38,-75.63,-10.637,3638977,2596957810
1994/10/14,'000001,上证指数,663.75,28.37,4.465,3270027,2721504060
1994/10/17,'000001,上证指数,616.34,-47.41,-7.1427,1350710,1028188980
1994/10/18,'000001,上证指数,624.52,8.18,1.3272,898639,675017030
1994/10/19,'000001,上证指数,652.89,28.37,4.5427,1934321,1455493910
1994/10/20,'000001,上证指数,718.99,None,None,4762116,4089370000
1994/10/21,'000001,上证指数,712.71,59.82,-0.8734,6549282,6523713130
1994/10/24,'000001,上证指数,785.85,73.14,10.2622,6031524,5604240000
1994/10/25,'000001,上证指数,744.52,-41.33,-5.2593,5659518,5355786250
1994/10/26,'000001,上证指数,686.31,-58.21,-7.8185,3347931,2913320940
1994/10/27,'000001,上证指数,703.62,17.31,2.5222,1905228,1429673910
1994/10/28,'000001,上证指数,677.45,-26.17,-3.7193,2598664,1766982030
1994/10/31,'000001,上证指数,654.98,-22.47,-3.3168,1551624,1051577030
1994/11/1,'000001,上证指数,673.79,18.81,2.8718,1199615,902302030
1994/11/2,'000001,上证指数,667.86,-5.93,-0.8801,1008649,636828980
1994/11/3,'000001,上证指数,717.36,49.5,7.4117,3411274,2974120940
1994/11/4,'000001,上证指数,666.77,-50.59,-7.0522,2777741,2250337970
1994/11/7,'000001,上证指数,674.67,7.9,1.1848,1213088,964966950
1994/11/8,'000001,上证指数,709.69,35.02,5.1907,4271396,4398732810
1994/11/9,'000001,上证指数,723.91,14.22,2.0037,2510967,2676883750
1994/11/10,'000001,上证指数,711.68,-12.23,-1.6894,2914388,3032841880
1994/11/11,'000001,上证指数,731.16,19.48,2.7372,1982480,1773733910
1994/11/14,'000001,上证指数,733.39,2.23,0.305,2434357,2195111880
1994/11/15,'000001,上证指数,705.43,-27.96,-3.8124,1813599,1699880940
1994/11/16,'000001,上证指数,706.63,1.2,0.1701,1135136,1129398980
1994/11/17,'000001,上证指数,697.17,-9.46,-1.3387,912134,932017970
1994/11/18,'000001,上证指数,698.81,1.64,0.2352,706662,603358010
1994/11/21,'000001,上证指数,699.1,0.29,0.0415,345825,286604980
1994/11/22,'000001,上证指数,692.39,-6.71,-0.9598,724103,618243010
1994/11/23,'000001,上证指数,679.61,-12.78,-1.8458,690297,451855980
1994/11/24,'000001,上证指数,678.02,-1.59,-0.234,583816,453761950
1994/11/25,'000001,上证指数,685.33,7.31,1.0781,662797,603283950
1994/11/28,'000001,上证指数,681.49,-3.84,-0.5603,307181,230317990
1994/11/29,'000001,上证指数,687.56,6.07,0.8907,393979,315889980
1994/11/30,'000001,上证指数,683.59,-3.97,-0.5774,387252,350990000
1994/12/1,'000001,上证指数,682.3,-1.29,-0.1887,268981,208464000
1994/12/2,'000001,上证指数,677.91,-4.39,-0.6434,338072,248127990
1994/12/5,'000001,上证指数,663.13,-14.78,-2.1802,392172,269606990
1994/12/6,'000001,上证指数,653.98,-9.15,-1.3798,410698,309950000
1994/12/7,'000001,上证指数,652.85,-1.13,-0.1728,252900,182390000
1994/12/8,'000001,上证指数,643.86,-8.99,-1.377,276270,189492990
1994/12/9,'000001,上证指数,640.67,-3.19,-0.4954,401992,276424980
1994/12/12,'000001,上证指数,620.47,-20.2,-3.1529,344027,229147990
1994/12/13,'000001,上证指数,636.68,16.21,2.6125,439381,333335000
1994/12/14,'000001,上证指数,625.21,-11.47,-1.8015,306808,218004000
1994/12/15,'000001,上证指数,666.68,41.47,6.633,1023539,824425940
1994/12/16,'000001,上证指数,680.23,13.55,2.0325,2095186,1900107970
1994/12/19,'000001,上证指数,653.37,-26.86,-3.9487,977391,872191950
1994/12/20,'000001,上证指数,667.94,14.57,2.23,1186345,1272535000
1994/12/21,'000001,上证指数,672.47,4.53,0.6782,2568225,2625555940
1994/12/22,'000001,上证指数,673.48,1.01,0.1502,1591470,1725469840
1994/12/23,'000001,上证指数,677.84,4.36,0.6474,3023717,3277066880
1994/12/26,'000001,上证指数,675.88,-1.96,-0.2892,1610154,1507992030
1994/12/27,'000001,上证指数,660.88,-15,-2.2193,1638034,1469118910
1994/12/28,'000001,上证指数,649.59,-11.29,-1.7083,982848,811876950
1994/12/29,'000001,上证指数,645.06,-4.53,-0.6974,828122,781287970
1994/12/30,'000001,上证指数,647.87,2.81,0.4356,677709,643372970
1995/1/3,'000001,上证指数,639.88,-7.99,-1.2333,234518,180692990
1995/1/4,'000001,上证指数,653.81,13.93,2.177,422220,306923010
1995/1/5,'000001,上证指数,646.89,-6.92,-1.0584,430123,301532990
1995/1/6,'000001,上证指数,640.76,-6.13,-0.9476,487482,353758010
1995/1/9,'000001,上证指数,625.97,-14.79,-2.3082,509851,398518980
1995/1/10,'000001,上证指数,610.3,-15.67,-2.5033,606925,450540980
1995/1/11,'000001,上证指数,613.13,2.83,0.4637,362682,245044980
1995/1/12,'000001,上证指数,602.12,-11.01,-1.7957,338195,242435000
1995/1/13,'000001,上证指数,597.84,-4.28,-0.7108,421523,292230000
1995/1/16,'000001,上证指数,588.81,-9.03,-1.5104,373651,263008980
1995/1/17,'000001,上证指数,587.94,-0.87,-0.1478,350001,203456000
1995/1/18,'000001,上证指数,593.64,5.7,0.9695,315663,177037990
1995/1/19,'000001,上证指数,571.72,-21.92,-3.6925,417558,238203010
1995/1/20,'000001,上证指数,571.24,-0.48,-0.084,435803,270040980
1995/1/23,'000001,上证指数,553.44,-17.8,-3.116,372177,199050000
1995/1/24,'000001,上证指数,547.57,-5.87,-1.0606,391150,248539000
1995/1/25,'000001,上证指数,555.77,None,None,378480,241320000
1995/1/26,'000001,上证指数,553.1,5.53,-0.4804,323391,182846000
1995/1/27,'000001,上证指数,562.59,9.49,1.7158,558627,231154000
1995/2/6,'000001,上证指数,533.72,-28.87,-5.1316,298731,169984000
1995/2/7,'000001,上证指数,532.49,-1.23,-0.2305,271755,130488000
1995/2/8,'000001,上证指数,533.75,1.26,0.2366,267052,114006000
1995/2/9,'000001,上证指数,553.35,19.6,3.6721,587750,250480000
1995/2/10,'000001,上证指数,541.38,-11.97,-2.1632,632978,323814000
1995/2/13,'000001,上证指数,548.84,7.46,1.378,435592,197024000
1995/2/14,'000001,上证指数,548.11,-0.73,-0.133,334781,150595000
1995/2/15,'000001,上证指数,542.84,-5.27,-0.9615,232116,118893000
1995/2/16,'000001,上证指数,538.37,-4.47,-0.8234,322181,135403010
1995/2/17,'000001,上证指数,533.76,-4.61,-0.8563,385687,198381990
1995/2/20,'000001,上证指数,534.96,1.2,0.2248,253105,126938000
1995/2/21,'000001,上证指数,541.14,6.18,1.1552,263401,117103990
1995/2/22,'000001,上证指数,594.64,53.5,9.8865,1440033,965163980
1995/2/23,'000001,上证指数,589.12,-5.52,-0.9283,1922892,1351560940
1995/2/24,'000001,上证指数,558.43,-30.69,-5.2095,1245653,879247970
1995/2/27,'000001,上证指数,561.27,2.84,0.5086,997645,740046020
1995/2/28,'000001,上证指数,549.26,-12.01,-2.1398,495285,339831990
1995/3/1,'000001,上证指数,556.95,7.69,1.4001,407516,298096990
1995/3/2,'000001,上证指数,560.85,3.9,0.7002,466527,364958010
1995/3/3,'000001,上证指数,577.22,16.37,2.9188,1069184,881803980
1995/3/6,'000001,上证指数,616.3,39.08,6.7704,2031407,1582630000
1995/3/7,'000001,上证指数,632.96,16.66,2.7032,3210710,2513778910
1995/3/8,'000001,上证指数,620.8,-12.16,-1.9211,3050924,2172257970
1995/3/9,'000001,上证指数,605.59,-15.21,-2.4501,1623939,1329627970
1995/3/10,'000001,上证指数,586.29,-19.3,-3.187,1250517,928327970
1995/3/13,'000001,上证指数,586.23,-0.06,-0.0102,718221,559204960
1995/3/14,'000001,上证指数,588.24,2.01,0.3429,719495,589108980
1995/3/15,'000001,上证指数,572.6,-15.64,-2.6588,668663,495071990
1995/3/16,'000001,上证指数,579.88,7.28,1.2714,489403,359636990
1995/3/17,'000001,上证指数,593.52,13.64,2.3522,798196,624726950
1995/3/20,'000001,上证指数,585.45,-8.07,-1.3597,1084323,895131020
1995/3/21,'000001,上证指数,591.95,6.5,1.1103,603102,406661990
1995/3/22,'000001,上证指数,613.7,21.75,3.6743,1346165,1026332030
1995/3/23,'000001,上证指数,611.13,-2.57,-0.4188,1907796,1375902970
1995/3/24,'000001,上证指数,611.77,0.64,0.1047,979545,735833980
1995/3/27,'000001,上证指数,629.36,17.59,2.8753,1719001,1494080000
1995/3/28,'000001,上证指数,626.55,-2.81,-0.4465,1246656,1025805000
1995/3/29,'000001,上证指数,637.15,10.6,1.6918,1030425,851692970
1995/3/30,'000001,上证指数,630.93,-6.22,-0.9762,1684929,1648679060
1995/3/31,'000001,上证指数,646.92,15.99,2.5344,1265963,1200773980
1995/4/3,'000001,上证指数,656.88,9.96,1.5396,2114160,1923283910
1995/4/4,'000001,上证指数,660.16,3.28,0.4993,1520953,1327597030
1995/4/5,'000001,上证指数,649.7,-10.46,-1.5845,1403741,1392632030
1995/4/6,'000001,上证指数,659.06,9.36,1.4407,1860292,1216248910
1995/4/7,'000001,上证指数,673.72,14.66,2.2244,3441078,2200458910
1995/4/10,'000001,上证指数,667.39,-6.33,-0.9396,2646181,1445067030
1995/4/11,'000001,上证指数,641.08,-26.31,-3.9422,3541515,1849245000
1995/4/12,'000001,上证指数,644.74,3.66,0.5709,1619812,1013377970
1995/4/13,'000001,上证指数,632.76,-11.98,-1.8581,1436203,1061728980
1995/4/14,'000001,上证指数,640.04,7.28,1.1505,1022125,715865000
1995/4/17,'000001,上证指数,631.26,-8.78,-1.3718,686729,518489960
1995/4/18,'000001,上证指数,625.52,-5.74,-0.9093,576374,429678980
1995/4/19,'000001,上证指数,631.51,5.99,0.9576,708130,550693980
1995/4/20,'000001,上证指数,645.2,None,None,1090000,804000000
1995/4/21,'000001,上证指数,635.99,4.48,-1.4275,1340573,801441950
1995/4/24,'000001,上证指数,619.73,-16.26,-2.5566,977123,697945940
1995/4/25,'000001,上证指数,619.84,0.11,0.0177,610985,429311990
1995/4/26,'000001,上证指数,601.83,-18.01,-2.9056,941409,615113980
1995/4/27,'000001,上证指数,573.31,-28.52,-4.7389,1905996,1236586950
1995/4/28,'000001,上证指数,579.93,6.62,1.1547,938144,582196990
1995/5/2,'000001,上证指数,579.04,-0.89,-0.1535,807343,281063010
1995/5/3,'000001,上证指数,580.38,1.34,0.2314,482472,317231000
1995/5/4,'000001,上证指数,571.2,-9.18,-1.5817,480506,287305980
1995/5/5,'000001,上证指数,574.17,2.97,0.52,418845,250063980
1995/5/8,'000001,上证指数,571.51,-2.66,-0.4633,300239,191499000
1995/5/9,'000001,上证指数,578.5,6.99,1.2231,363648,243981990
1995/5/10,'000001,上证指数,565.14,-13.36,-2.3094,548077,331913980
1995/5/11,'000001,上证指数,568.06,2.92,0.5167,349024,192221000
1995/5/12,'000001,上证指数,584.84,16.78,2.9539,106445,775367970
1995/5/15,'000001,上证指数,582.04,-2.8,-0.4788,410695,304102010
1995/5/16,'000001,上证指数,578.85,-3.19,-0.5481,332583,223284000
1995/5/17,'000001,上证指数,582.89,4.04,0.6979,242311,151195000
1995/5/18,'000001,上证指数,763.51,180.62,30.987,10076101,8360267500
1995/5/19,'000001,上证指数,855.81,92.3,12.0889,10855267,9800151880
1995/5/22,'000001,上证指数,897.42,41.61,4.8621,12070917,11430287500
1995/5/23,'000001,上证指数,750.3,-147.12,-16.3937,8409161,7530103750
1995/5/24,'000001,上证指数,741.93,-8.37,-1.1156,4153473,3381596880
1995/5/25,'000001,上证指数,696.85,-45.08,-6.076,3151448,2525230000
1995/5/26,'000001,上证指数,727.62,30.77,4.4156,3901339,3135775000
1995/5/29,'000001,上证指数,710.59,-17.03,-2.3405,1505885,1141234920
1995/5/30,'000001,上证指数,711,0.41,0.0577,1269182,986273980
1995/5/31,'000001,上证指数,700.51,-10.49,-1.4754,1092356,815670000
1995/6/1,'000001,上证指数,708.67,8.16,1.1649,906974,638450980
1995/6/2,'000001,上证指数,716.82,8.15,1.15,1453289,1132082030
1995/6/5,'000001,上证指数,691.64,-25.18,-3.5127,1187002,902548980
1995/6/6,'000001,上证指数,689.13,-2.51,-0.3629,932597,683005000
1995/6/7,'000001,上证指数,716.45,27.32,3.9644,1173637,803308050
1995/6/8,'000001,上证指数,695.93,-20.52,-2.8641,2143230,1484943910
1995/6/9,'000001,上证指数,702.62,6.69,0.9613,1337475,764647970
1995/6/12,'000001,上证指数,698.72,-3.9,-0.5551,1944173,811293980
1995/6/13,'000001,上证指数,698.95,0.23,0.0329,1188396,532803010
1995/6/14,'000001,上证指数,689.22,-9.73,-1.3921,1103607,630675000
1995/6/15,'000001,上证指数,646.85,-42.37,-6.1475,2317091,1566258910
1995/6/16,'000001,上证指数,646.54,-0.31,-0.0479,982912,623260000
1995/6/19,'000001,上证指数,638.96,-7.58,-1.1724,714114,458528980
1995/6/20,'000001,上证指数,640.66,1.7,0.2661,779500,425158980
1995/6/21,'000001,上证指数,651.81,11.15,1.7404,859035,453692970
1995/6/22,'000001,上证指数,644.47,-7.34,-1.1261,1063607,526355980
1995/6/23,'000001,上证指数,650.14,5.67,0.8798,855886,483110000
1995/6/26,'000001,上证指数,653.4,3.26,0.5014,820606,421485000
1995/6/27,'000001,上证指数,649.93,-3.47,-0.5311,1386078,694614920
1995/6/28,'000001,上证指数,647.64,-2.29,-0.3523,792094,410556990
1995/6/29,'000001,上证指数,643.92,-3.72,-0.5744,799524,441036990
1995/6/30,'000001,上证指数,630.58,-13.34,-2.0717,1917740,941260000
1995/7/3,'000001,上证指数,613.18,-17.4,-2.7594,1260256,662637970
1995/7/4,'000001,上证指数,620.62,7.44,1.2133,908399,498044960
1995/7/5,'000001,上证指数,636.03,15.41,2.483,1157414,694168980
1995/7/6,'000001,上证指数,637.77,1.74,0.2736,2040922,1260676950
1995/7/7,'000001,上证指数,666.78,29.01,4.5487,3066108,1775215000
1995/7/10,'000001,上证指数,666.24,-0.54,-0.081,3409459,1866167970
1995/7/11,'000001,上证指数,649.19,-17.05,-2.5591,2245976,1212893910
1995/7/12,'000001,上证指数,648.91,-0.28,-0.0431,1134289,626467970
1995/7/13,'000001,上证指数,656.15,7.24,1.1157,1588228,709516950
1995/7/14,'000001,上证指数,652.8,-3.35,-0.5106,1766402,778865940
1995/7/17,'000001,上证指数,695.45,42.65,6.5334,4618829,2557495000
1995/7/18,'000001,上证指数,715.47,20.02,2.8787,6692290,2819696880
1995/7/19,'000001,上证指数,690.98,-24.49,-3.4229,6698345,2984917810
1995/7/20,'000001,上证指数,690.3,-0.68,-0.0984,2763215,1289795940
1995/7/21,'000001,上证指数,693.56,3.26,0.4723,2876029,1330355940
1995/7/24,'000001,上证指数,709.92,16.36,2.3588,8588448,3497951880
1995/7/25,'000001,上证指数,703.58,-6.34,-0.8931,4677425,1850362970
1995/7/26,'000001,上证指数,691.12,-12.46,-1.7709,3705401,1745170000
1995/7/27,'000001,上证指数,697.72,6.6,0.955,2246993,984080000
1995/7/28,'000001,上证指数,695.42,-2.3,-0.3296,3230925,1612267970
1995/7/31,'000001,上证指数,695.55,0.13,0.0187,2324125,1166741950
1995/8/1,'000001,上证指数,715.4,19.85,2.8539,3194201,1754645940
1995/8/2,'000001,上证指数,699.99,-15.41,-2.154,4544828,2874145000
1995/8/3,'000001,上证指数,703.44,3.45,0.4929,1817123,1000375940
1995/8/4,'000001,上证指数,709.88,6.44,0.9155,2570341,1159268980
1995/8/7,'000001,上证指数,718.08,8.2,1.1551,2689043,1158315000
1995/8/8,'000001,上证指数,712.53,-5.55,-0.7729,3566226,1453947030
1995/8/9,'000001,上证指数,717.46,4.93,0.6919,3623220,1636068910
1995/8/10,'000001,上证指数,735.15,17.69,2.4656,8558366,3961151880
1995/8/11,'000001,上证指数,744.99,9.84,1.3385,9059357,4341420000
1995/8/14,'000001,上证指数,776.13,31.14,4.1799,11835226,6488543130
1995/8/15,'000001,上证指数,751.48,-24.65,-3.176,7278627,4359385000
1995/8/16,'000001,上证指数,767.66,16.18,2.1531,7800190,4546991880
1995/8/17,'000001,上证指数,769.45,1.79,0.2332,6967108,4258415000
1995/8/18,'000001,上证指数,757.43,-12.02,-1.5622,4953518,3011030000
1995/8/21,'000001,上证指数,739.06,-18.37,-2.4253,4113199,2243599840
1995/8/22,'000001,上证指数,739.86,0.8,0.1082,2430887,1382577030
1995/8/23,'000001,上证指数,729.89,-9.97,-1.3476,2515786,1344994840
1995/8/24,'000001,上证指数,733.85,3.96,0.5425,2596307,1229307970
1995/8/25,'000001,上证指数,727.58,-6.27,-0.8544,2207277,1098327030
1995/8/28,'000001,上证指数,725.62,-1.96,-0.2694,1478849,716252030
1995/8/29,'000001,上证指数,722.08,-3.54,-0.4879,2568240,1128323910
1995/8/30,'000001,上证指数,715.73,-6.35,-0.8794,1793817,782493980
1995/8/31,'000001,上证指数,723.87,8.14,1.1373,1882342,910793980
1995/9/1,'000001,上证指数,728.84,4.97,0.6866,2036533,1055225940
1995/9/4,'000001,上证指数,737.89,9.05,1.2417,2865883,1714945940
1995/9/5,'000001,上证指数,739.53,1.64,0.2223,2698624,1817252970
1995/9/6,'000001,上证指数,753.75,14.22,1.9228,3817502,2199471090
1995/9/7,'000001,上证指数,753.84,0.09,0.0119,6190180,3272556880
1995/9/8,'000001,上证指数,751.08,-2.76,-0.3661,3051478,1786790000
1995/9/11,'000001,上证指数,775.45,24.37,3.2447,4213794,2226745000
1995/9/12,'000001,上证指数,763.69,-11.76,-1.5165,4611117,2563080940
1995/9/13,'000001,上证指数,763.18,-0.51,-0.0668,3426015,1770296880
1995/9/14,'000001,上证指数,758.13,-5.05,-0.6617,5448405,2374285000
1995/9/15,'000001,上证指数,755.93,-2.2,-0.2902,2691833,1427072030
1995/9/18,'000001,上证指数,757.4,1.47,0.1945,2418002,1208713980
1995/9/19,'000001,上证指数,736.74,-20.66,-2.7278,3154083,1493265940
1995/9/20,'000001,上证指数,726.14,-10.6,-1.4388,2027674,985310940
1995/9/21,'000001,上证指数,731.17,5.03,0.6927,1367015,727556950
1995/9/22,'000001,上证指数,730.01,-1.16,-0.1586,1074830,590275940
1995/9/25,'000001,上证指数,723.35,-6.66,-0.9123,1210792,600946990
1995/9/26,'000001,上证指数,728.86,5.51,0.7617,1022871,503871990
1995/9/27,'000001,上证指数,708.46,-20.4,-2.7989,2608655,1380733910
1995/9/28,'000001,上证指数,711.19,2.73,0.3853,2068937,1034910000
1995/9/29,'000001,上证指数,722.43,11.24,1.5804,1922061,986697030
1995/10/4,'000001,上证指数,717.79,-4.64,-0.6423,1222045,642140000
1995/10/5,'000001,上证指数,724.88,7.09,0.9878,1020401,561004020
1995/10/6,'000001,上证指数,719.96,-4.92,-0.6787,2323431,1243449920
1995/10/9,'000001,上证指数,706.29,-13.67,-1.8987,2345760,1174992970
1995/10/10,'000001,上证指数,708.63,2.34,0.3313,3995194,2674452810
1995/10/11,'000001,上证指数,710.89,2.26,0.3189,4139230,2585201880
1995/10/12,'000001,上证指数,704.4,-6.49,-0.9129,5487184,2927632810
1995/10/13,'000001,上证指数,702.98,-1.42,-0.2016,3929210,2946325000
1995/10/16,'000001,上证指数,701.34,-1.64,-0.2333,2591953,1648940940
1995/10/17,'000001,上证指数,702.4,1.06,0.1511,1888299,1136566020
1995/10/18,'000001,上证指数,716.83,14.43,2.0544,4273054,2326854840
1995/10/19,'000001,上证指数,702.79,-14.04,-1.9586,4527197,2636130000
1995/10/20,'000001,上证指数,726.29,23.5,3.3438,3221212,1894686880
1995/10/23,'000001,上证指数,723.09,-3.2,-0.4406,3877994,2354826880
1995/10/24,'000001,上证指数,723.57,0.48,0.0664,3116097,1828258910
1995/10/25,'000001,上证指数,760.41,36.84,5.0914,8046441,4649840940
1995/10/26,'000001,上证指数,731.47,-28.94,-3.8058,6377618,3024052810
1995/10/27,'000001,上证指数,722.37,-9.1,-1.2441,3579319,1924780000
1995/10/30,'000001,上证指数,722.78,0.41,0.0568,2513254,1273854920
1995/10/31,'000001,上证指数,717.32,-5.46,-0.7554,2733567,1717710940
1995/11/1,'000001,上证指数,723.39,6.07,0.8462,3035687,1645705940
1995/11/2,'000001,上证指数,721.7,-1.69,-0.2336,2050365,1116481020
1995/11/3,'000001,上证指数,727.78,6.08,0.8425,3155308,1623081880
1995/11/6,'000001,上证指数,736.15,8.37,1.1501,2477455,1392960940
1995/11/7,'000001,上证指数,729.69,-6.46,-0.8775,2034498,1196249920
1995/11/8,'000001,上证指数,711.61,-18.08,-2.4778,2553375,1328897030
1995/11/9,'000001,上证指数,711.2,-0.41,-0.0576,2051134,1253331950
